consensus.cluster	chr	start	end	strand	tpm
4098	chr2R	16264651	16264738	+	1419
4099	chr2R	16272131	16272205	+	543
4100	chr2R	16280900	16281006	+	5083
4101	chr2R	16289324	16289325	+	314
4102	chr2R	16291496	16291586	+	6917
4103	chr2R	16294401	16294429	+	782
4104	chr2R	16322162	16322225	+	1145
4105	chr2R	16333796	16333816	+	97
4106	chr2R	16336731	16336853	+	1678
4107	chr2R	16338303	16338307	+	156
4108	chr2R	16344328	16344421	+	1446
4109	chr2R	16344463	16344571	+	6102
4110	chr2R	16357682	16357733	+	119
4111	chr2R	16359729	16359825	+	2647
4112	chr2R	16361563	16361658	+	4667
4113	chr2R	16432126	16432249	+	6592
4114	chr2R	16445947	16446035	+	515
4115	chr2R	16448538	16448572	+	94
4116	chr2R	16491089	16491248	+	27022
4117	chr2R	16491546	16491633	+	653
4118	chr2R	16516124	16516223	+	3044
4119	chr2R	16534886	16534981	+	50482
4120	chr2R	16535320	16535335	+	277
4121	chr2R	16535406	16535486	+	194
4122	chr2R	16535686	16535696	+	98
4123	chr2R	16536397	16536506	+	572
4124	chr2R	16566023	16566036	+	377
4125	chr2R	16579461	16579489	+	438
4126	chr2R	16586033	16586430	+	323869
4127	chr2R	16598651	16598826	+	39266
4128	chr2R	16598870	16598944	+	1040
4129	chr2R	16599016	16599042	+	290
4130	chr2R	16599502	16599505	+	259
4131	chr2R	16599753	16599832	+	172
4132	chr2R	16607567	16607680	+	4392
4133	chr2R	16612217	16612332	+	5167
4134	chr2R	16618031	16618065	+	161
4135	chr2R	16670340	16670450	+	4529
4136	chr2R	16691698	16691711	+	3774
4137	chr2R	16754437	16754499	+	2058
4138	chr2R	16766764	16766860	+	747
4139	chr2R	16774179	16774332	+	10876
4140	chr2R	16778005	16778075	+	208
4141	chr2R	16783666	16783696	+	1484
4142	chr2R	16812244	16812337	+	596
4143	chr2R	16825500	16825594	+	3521
4144	chr2R	16826868	16826872	+	2010
4145	chr2R	16829097	16829104	+	748
4146	chr2R	16830688	16830689	+	138
4147	chr2R	16850381	16850503	+	1589
4148	chr2R	16856189	16856295	+	23084
4149	chr2R	16856609	16856710	+	1906
4150	chr2R	16856909	16856910	+	145
4151	chr2R	16868099	16868130	+	169
4152	chr2R	16868180	16868353	+	78313
4153	chr2R	16868622	16868666	+	407
4154	chr2R	16868732	16868774	+	930
4155	chr2R	16869399	16869406	+	625
4156	chr2R	16870992	16871070	+	534
4157	chr2R	16873014	16873020	+	159
4158	chr2R	16952004	16952051	+	7123
4159	chr2R	16955460	16955586	+	4578
4160	chr2R	16955749	16955761	+	154
4161	chr2R	16957434	16957528	+	1384
4162	chr2R	16964326	16964416	+	919
4163	chr2R	16969285	16969289	+	336
4164	chr2R	16973927	16973931	+	1105
4165	chr2R	17001972	17002037	+	822
4166	chr2R	17005442	17005557	+	2033
4167	chr2R	17019991	17020062	+	489
4168	chr2R	17027175	17027240	+	1888
4169	chr2R	17048803	17048879	+	511
4170	chr2R	17049058	17049059	+	433
4171	chr2R	17053147	17053220	+	933
4172	chr2R	17054002	17054008	+	2018
4173	chr2R	17062727	17062764	+	184
4174	chr2R	17091985	17092004	+	328
4175	chr2R	17100240	17100241	+	632
4176	chr2R	17104328	17104370	+	204
4177	chr2R	17108845	17108865	+	906
4178	chr2R	17124763	17124769	+	2781
4179	chr2R	17134087	17134146	+	17499
4180	chr2R	17134212	17134316	+	461
4181	chr2R	17136346	17136458	+	7920
4182	chr2R	17137217	17137288	+	12029
4183	chr2R	17195163	17195259	+	3788
4184	chr2R	17205163	17205251	+	7886
4185	chr2R	17216623	17216658	+	767
4186	chr2R	17255238	17255239	+	128
4187	chr2R	17265518	17265520	+	871
4188	chr2R	17265807	17265862	+	416
4189	chr2R	17361661	17361691	+	195
4190	chr2R	17394593	17394597	+	4501
4191	chr2R	17412704	17412938	+	30662
4192	chr2R	17420396	17420454	+	1749
4193	chr2R	17421295	17421381	+	3648
4194	chr2R	17427548	17427606	+	146
4195	chr2R	17427915	17427997	+	4300
4196	chr2R	17431032	17431069	+	729
4197	chr2R	17456403	17456534	+	21447
4198	chr2R	17457630	17457770	+	7172
4199	chr2R	17469604	17469680	+	1522
4200	chr2R	17479119	17479153	+	5813
4201	chr2R	17479319	17479320	+	412
4202	chr2R	17482408	17482409	+	478
4203	chr2R	17484997	17485007	+	27216
4204	chr2R	17492517	17492554	+	131
4205	chr2R	17493669	17493771	+	1978
4206	chr2R	17511511	17511513	+	110
4207	chr2R	17514199	17514277	+	1530
4208	chr2R	17518193	17518281	+	5060
4209	chr2R	17536166	17536461	+	24190
4210	chr2R	17539176	17539317	+	1431
4211	chr2R	17544191	17544192	+	225
4212	chr2R	17545196	17545280	+	2838
4213	chr2R	17547733	17547832	+	3598
4214	chr2R	17548292	17548293	+	266
4215	chr2R	17548820	17548868	+	244
4216	chr2R	17563575	17563626	+	184
4217	chr2R	17564296	17564398	+	2450
4218	chr2R	17564652	17564929	+	14196
4219	chr2R	17565440	17565473	+	186
4220	chr2R	17568488	17568545	+	196
4221	chr2R	17568748	17568784	+	545
4222	chr2R	17572800	17572902	+	15157
4223	chr2R	17573458	17573524	+	2599
4224	chr2R	17581561	17581565	+	101
4225	chr2R	17590925	17591012	+	6711
4226	chr2R	17592747	17592854	+	6098
4227	chr2R	17595156	17595179	+	126
4228	chr2R	17595226	17595279	+	9263
4229	chr2R	17665638	17665683	+	165
4230	chr2R	17665731	17665852	+	11407
4231	chr2R	17665985	17666028	+	291
4232	chr2R	17669373	17669480	+	3098
4233	chr2R	17670017	17670178	+	10276
4234	chr2R	17671068	17671071	+	132
4235	chr2R	17683577	17683675	+	1362
4236	chr2R	17684702	17684708	+	169
4237	chr2R	17684850	17684855	+	257
4238	chr2R	17685810	17685814	+	317
4239	chr2R	17686731	17686736	+	463
4240	chr2R	17697900	17697954	+	160
4241	chr2R	17699045	17699160	+	2052
4242	chr2R	17699806	17699830	+	237
4243	chr2R	17722275	17722405	+	10833
4244	chr2R	17722803	17722840	+	140
4245	chr2R	17726730	17726768	+	288
4246	chr2R	17726914	17726934	+	611
4247	chr2R	17733082	17733110	+	93
4248	chr2R	17733230	17733277	+	579
4249	chr2R	17739907	17739948	+	1061
4250	chr2R	17748907	17749030	+	1995
4251	chr2R	17750292	17750306	+	541
4252	chr2R	17760836	17760887	+	253
4253	chr2R	17760952	17760989	+	194
4254	chr2R	17761169	17761170	+	207
4255	chr2R	17786132	17786275	+	1186
4256	chr2R	17789660	17789744	+	5426
4257	chr2R	17793163	17793261	+	421
4258	chr2R	17830663	17830760	+	159
4259	chr2R	17846700	17846701	+	760
4260	chr2R	17850872	17850939	+	992
4261	chr2R	17853226	17853318	+	995
4262	chr2R	17868967	17869052	+	635
4263	chr2R	17873935	17873939	+	157
4264	chr2R	17913916	17913946	+	190
4265	chr2R	17954546	17954639	+	2605
4266	chr2R	18094941	18094998	+	1273
4267	chr2R	18095404	18095433	+	895
4268	chr2R	18126310	18126372	+	897
4269	chr2R	18128434	18128522	+	826
4270	chr2R	18135356	18135507	+	6562
4271	chr2R	18140016	18140109	+	7733
4272	chr2R	18140716	18140839	+	6051
4273	chr2R	18141285	18141486	+	33272
4274	chr2R	18141589	18141637	+	282
4275	chr2R	18144228	18144264	+	134
4276	chr2R	18145172	18145212	+	919
4277	chr2R	18145403	18145463	+	991
4278	chr2R	18145672	18145693	+	148
4279	chr2R	18145784	18145833	+	406
4280	chr2R	18145875	18145884	+	262
4281	chr2R	18145933	18145958	+	1424
4282	chr2R	18146008	18146238	+	5662
4283	chr2R	18146480	18146562	+	373
4284	chr2R	18146603	18146637	+	2861
4285	chr2R	18146692	18146694	+	305
4286	chr2R	18151584	18151684	+	2973
4287	chr2R	18151748	18151883	+	1232
4288	chr2R	18158229	18158282	+	1422
4289	chr2R	18160691	18160774	+	1184
4290	chr2R	18167208	18167342	+	7543
4291	chr2R	18173649	18173810	+	5029
4292	chr2R	18180442	18180554	+	1648
4293	chr2R	18180602	18180633	+	892
4294	chr2R	18227425	18227459	+	136
4295	chr2R	18277393	18277526	+	5234
4296	chr2R	18297705	18297745	+	158
4297	chr2R	18383948	18383961	+	1972
4298	chr2R	18384562	18384570	+	416
4299	chr2R	18386602	18386606	+	432
4300	chr2R	18388118	18388126	+	5195
4301	chr2R	18389066	18389071	+	360
4302	chr2R	18398379	18398492	+	9056
4303	chr2R	18399491	18399495	+	869
4304	chr2R	18400713	18400725	+	21664
4305	chr2R	18400995	18400999	+	401
4306	chr2R	18404600	18404608	+	1162
4307	chr2R	18406008	18406018	+	13813
4308	chr2R	18406919	18406961	+	4515
4309	chr2R	18407832	18407835	+	1550
4310	chr2R	18409014	18409056	+	10314
4311	chr2R	18411947	18412059	+	15867
4312	chr2R	18412977	18413005	+	391
4313	chr2R	18420265	18420269	+	174
4314	chr2R	18421390	18421521	+	13781
4315	chr2R	18424049	18424106	+	101
4316	chr2R	18424402	18424403	+	782
4317	chr2R	18426421	18426510	+	852
4318	chr2R	18440932	18441015	+	8834
4319	chr2R	18441187	18441324	+	2616
4320	chr2R	18441387	18441480	+	626
4321	chr2R	18446192	18446229	+	142
4322	chr2R	18446546	18446603	+	4779
4323	chr2R	18451274	18451357	+	2585
4324	chr2R	18503608	18503611	+	1695
4325	chr2R	18514623	18514624	+	192
4326	chr2R	18536767	18536772	+	3174
4327	chr2R	18541122	18541197	+	516
4328	chr2R	18613084	18613126	+	364
4329	chr2R	18615033	18615128	+	5987
4330	chr2R	18615946	18616048	+	6044
4331	chr2R	18621529	18621598	+	512
4332	chr2R	18621744	18621763	+	314
4333	chr2R	18625243	18625319	+	800
4334	chr2R	18627884	18627965	+	6959
4335	chr2R	18687302	18687398	+	13284
4336	chr2R	18687511	18687512	+	150
4337	chr2R	18687603	18687605	+	154
4338	chr2R	18688101	18688180	+	2376
4339	chr2R	18696280	18696366	+	1295
4340	chr2R	18705955	18706022	+	2136
4341	chr2R	18744460	18744567	+	1497
4342	chr2R	18754989	18754996	+	1169
4343	chr2R	18761757	18761758	+	231
4344	chr2R	18771484	18771486	+	485
4345	chr2R	18819444	18819673	+	18601
4346	chr2R	18835264	18835297	+	16746
4347	chr2R	18836305	18836366	+	407
4348	chr2R	18850844	18850900	+	926
4349	chr2R	18862799	18862924	+	16778
4350	chr2R	18863884	18864017	+	510
4351	chr2R	18895172	18895194	+	207
4352	chr2R	18947318	18947319	+	201
4353	chr2R	18969544	18969621	+	695
4354	chr2R	18972788	18972853	+	2293
4355	chr2R	18972938	18972996	+	436
4356	chr2R	18977471	18977589	+	3018
4357	chr2R	18977708	18977788	+	1575
4358	chr2R	19059362	19059458	+	30531
4359	chr2R	19060051	19060122	+	225
4360	chr2R	19060170	19060172	+	95
4361	chr2R	19060540	19060542	+	111
4362	chr2R	19060826	19060891	+	505
4363	chr2R	19129591	19129644	+	482
4364	chr2R	19137374	19137482	+	6616
4365	chr2R	19141612	19141658	+	4243
4366	chr2R	19155220	19155221	+	727
4367	chr2R	19164144	19164148	+	1367
4368	chr2R	19170217	19170228	+	275
4369	chr2R	19178688	19178845	+	4298
4370	chr2R	19227251	19227398	+	8941
4371	chr2R	19229064	19229072	+	5469
4372	chr2R	19249617	19249618	+	127
4373	chr2R	19249756	19249799	+	1043
4374	chr2R	19259784	19259929	+	7460
4375	chr2R	19260039	19260043	+	123
4376	chr2R	19277733	19277812	+	819
4377	chr2R	19290063	19290220	+	93383
4378	chr2R	19290414	19290451	+	640
4379	chr2R	19290562	19290680	+	3646
4380	chr2R	19292529	19292563	+	3482
4381	chr2R	19292771	19292823	+	717
4382	chr2R	19305128	19305224	+	3943
4383	chr2R	19341755	19341925	+	18831
4384	chr2R	19343590	19343592	+	161
4385	chr2R	19344009	19344021	+	91
4386	chr2R	19344354	19344417	+	839
4387	chr2R	19344543	19344560	+	90
4388	chr2R	19344925	19344933	+	121
4389	chr2R	19345298	19345330	+	442
4390	chr2R	19357519	19357550	+	226
4391	chr2R	19358318	19358319	+	243
4392	chr2R	19375680	19375741	+	2084
4393	chr2R	19376750	19376753	+	290
4394	chr2R	19390102	19390134	+	305
4395	chr2R	19391265	19391315	+	1031
4396	chr2R	19399766	19399823	+	178
4397	chr2R	19425074	19425126	+	2446
4398	chr2R	19437448	19437552	+	2783
4399	chr2R	19442314	19442464	+	116857
4400	chr2R	19442611	19442725	+	636
4401	chr2R	19442904	19442927	+	480
4402	chr2R	19442967	19442976	+	456
4403	chr2R	19452460	19452542	+	694
4404	chr2R	19456121	19456289	+	9432
4405	chr2R	19462499	19462567	+	1456
4406	chr2R	19467462	19467477	+	3466
4407	chr2R	19486927	19487019	+	522
4408	chr2R	19492089	19492134	+	713
4409	chr2R	19503014	19503140	+	4803
4410	chr2R	19593719	19593849	+	2708
4411	chr2R	19635234	19635366	+	2534
4412	chr2R	19637473	19637570	+	16456
4413	chr2R	19642913	19643018	+	7278
4414	chr2R	19657683	19657798	+	5064
4415	chr2R	19662405	19662528	+	13960
4416	chr2R	19670611	19670650	+	175
4417	chr2R	19671126	19671239	+	4673
4418	chr2R	19697724	19697725	+	418
4419	chr2R	19712347	19712348	+	161
4420	chr2R	19713392	19713395	+	339
4421	chr2R	19714032	19714127	+	71938
4422	chr2R	19775426	19775431	+	174
4423	chr2R	19826548	19826583	+	2175
4424	chr2R	19859885	19859891	+	108
4425	chr2R	19860119	19860160	+	94
4426	chr2R	19864666	19864740	+	699
4427	chr2R	19947148	19947384	+	31392
4428	chr2R	19951319	19951459	+	21515
4429	chr2R	19953809	19953866	+	102
4430	chr2R	19956189	19956266	+	1517
4431	chr2R	19979243	19979247	+	2089
4432	chr2R	19980251	19980320	+	200
4433	chr2R	19980411	19980470	+	290
4434	chr2R	19981069	19981076	+	174
4435	chr2R	19982194	19982296	+	445
4436	chr2R	20026024	20026059	+	370
4437	chr2R	20037736	20037750	+	153
4438	chr2R	20040841	20040869	+	258
4439	chr2R	20111509	20111511	+	938
4440	chr2R	20257665	20257684	+	1276
4441	chr2R	20257777	20257846	+	566
4442	chr2R	20263938	20264106	+	136367
4443	chr2R	20264306	20264427	+	3010
4444	chr2R	20264490	20264505	+	172
4445	chr2R	20264824	20264898	+	96
4446	chr2R	20274625	20274680	+	845
4447	chr2R	20289533	20289659	+	7527
4448	chr2R	20293891	20293918	+	157
4449	chr2R	20315290	20315356	+	612
4450	chr2R	20317265	20317407	+	1754
4451	chr2R	20319147	20319225	+	5941
4452	chr2R	20320496	20320511	+	5189
4453	chr2R	20327252	20327333	+	3249
4454	chr2R	20341797	20341860	+	122
4455	chr2R	20341930	20342069	+	5833
4456	chr2R	20342224	20342227	+	167
4457	chr2R	20343793	20343898	+	3586
4458	chr2R	20346956	20347045	+	4470
4459	chr2R	20424337	20424338	+	588
4460	chr2R	20526303	20526314	+	576
4461	chr2R	20533358	20533362	+	139
4462	chr2R	20534508	20534518	+	9900
4463	chr2R	20536493	20536651	+	1909
4464	chr2R	20585375	20585419	+	148
4465	chr2R	20587501	20587642	+	9393
4466	chr2R	20595446	20595497	+	415
4467	chr2R	20618435	20618506	+	743
4468	chr2R	20618608	20618685	+	1601
4469	chr2R	20623468	20623594	+	1143
4470	chr2R	20636353	20636462	+	4698
4471	chr2R	20640947	20641062	+	16641
4472	chr2R	20641555	20641625	+	2035
4473	chr2R	20641717	20641795	+	2477
4474	chr2R	20644031	20644093	+	2250
4475	chr2R	20646361	20646363	+	569
4476	chr2R	20671151	20671246	+	2809
4477	chr2R	20671497	20671563	+	205
4478	chr2R	20722563	20722582	+	162
4479	chr2R	20722631	20722643	+	805
4480	chr2R	20748104	20748200	+	1528
4481	chr2R	20766965	20767021	+	356
4482	chr2R	20822262	20822310	+	181
4483	chr2R	20837480	20837559	+	930
4484	chr2R	20863748	20863916	+	5812
4485	chr2R	20870346	20870349	+	294
4486	chr2R	20870391	20870397	+	10102
4487	chr2R	20870791	20870840	+	266
4488	chr2R	20871315	20871317	+	161
4489	chr2R	20896959	20897066	+	1866
4490	chr2R	20909659	20909739	+	3200
4491	chr2R	20944022	20944094	+	34359
4492	chr2R	20945307	20945309	+	151
4493	chr2R	20946028	20946037	+	189
4494	chr2R	20950079	20950194	+	13651
4495	chr2R	20977030	20977148	+	11985
4496	chr2R	20977256	20977301	+	132
4497	chr2R	20979320	20979439	+	6516
4498	chr2R	20994862	20994987	+	33200
4499	chr2R	20995593	20995652	+	1261
4500	chr2R	20996191	20996301	+	3330
4501	chr2R	21011945	21012030	+	2162
4502	chr2R	21015765	21015831	+	206
4503	chr2R	21025047	21025149	+	21300
4504	chr2R	21025242	21025250	+	109
4505	chr2R	21057734	21057845	+	10076
4506	chr2R	21060767	21060833	+	4244
4507	chr2R	21068208	21068275	+	659
4508	chr2R	21076369	21076611	+	2643
4509	chr2R	21076840	21076845	+	933
4510	chr2R	21080609	21080619	+	4076
4511	chr2R	21084337	21084344	+	1167
4512	chr2R	21092220	21092223	+	408
4513	chr2R	21093290	21093407	+	1103
4514	chr2R	21093481	21093482	+	212
4515	chr2R	21121556	21121621	+	1038
4516	chr2R	21128541	21128666	+	14927
4517	chr2R	21142349	21142393	+	3674
4518	chr2R	21143514	21143744	+	20343
4519	chr2R	21143816	21143897	+	363
4520	chr2R	21146184	21146252	+	1620
4521	chr2R	21168928	21169005	+	4045
4522	chr2R	21170983	21171043	+	2436
4523	chr2R	21179119	21179123	+	114
4524	chr2R	21183274	21183342	+	487
4525	chr2R	21184449	21184549	+	670
4526	chr2R	21193572	21193579	+	632
4527	chr2R	21200477	21200487	+	2802
4528	chr2R	21228846	21228918	+	606
4529	chr2R	21255798	21255799	+	495
4530	chr2R	21282278	21282377	+	1103
4531	chr2R	21293591	21293647	+	203
4532	chr2R	21293723	21293868	+	91822
4533	chr2R	21294053	21294063	+	3039
4534	chr2R	21295642	21295690	+	2657
4535	chr2R	21313394	21313395	+	200
4536	chr2R	21313874	21313884	+	1737
4537	chr2R	21323388	21323475	+	11162
4538	chr2R	21323692	21323749	+	649
4539	chr2R	21324227	21324270	+	245
4540	chr2R	21386309	21386354	+	245
4541	chr2R	21386621	21386626	+	1107
4542	chr2R	21389404	21389428	+	346
4543	chr2R	21481891	21481988	+	1821
4544	chr2R	21502055	21502199	+	13038
4545	chr2R	21507361	21507532	+	7067
4546	chr2R	21512127	21512172	+	212
4547	chr2R	21522420	21522427	+	141
4548	chr2R	21546642	21546643	+	132
4549	chr2R	21583454	21583556	+	3549
4550	chr2R	21590251	21590381	+	2282
4551	chr2R	21624813	21624848	+	147
4552	chr2R	21625017	21625093	+	1039
4553	chr2R	21632195	21632196	+	366
4554	chr2R	21634248	21634321	+	259
4555	chr2R	21634628	21634765	+	1165
4556	chr2R	21646176	21646182	+	4023
4557	chr2R	21658037	21658351	+	37054
4558	chr2R	21663141	21663160	+	267
4559	chr2R	21664392	21664469	+	486
4560	chr2R	21665847	21665889	+	852
4561	chr2R	21665985	21666125	+	3507
4562	chr2R	21666684	21666752	+	791
4563	chr2R	21666792	21666818	+	835
4564	chr2R	21670125	21670242	+	3598
4565	chr2R	21671671	21671750	+	3691
4566	chr2R	21685254	21685365	+	16676
4567	chr2R	21685482	21685540	+	176
4568	chr2R	21688932	21689008	+	1595
4569	chr2R	21691194	21691276	+	194
4570	chr2R	21691576	21691666	+	6967
4571	chr2R	21713301	21713379	+	30142
4572	chr2R	21714091	21714160	+	9793
4573	chr2R	21715598	21715609	+	212
4574	chr2R	21715699	21715964	+	6260
4575	chr2R	21717774	21717861	+	424
4576	chr2R	21720488	21720541	+	1132
4577	chr2R	21757325	21757494	+	25706
4578	chr2R	21765509	21765517	+	351
4579	chr2R	21767970	21767999	+	178
4580	chr2R	21768401	21768445	+	175
4581	chr2R	21773256	21773371	+	15642
4582	chr2R	21796354	21796468	+	11195
4583	chr2R	21803357	21803499	+	24680
4584	chr2R	21872031	21872032	+	268
4585	chr2R	21883272	21883304	+	155
4586	chr2R	21883344	21883345	+	109
4587	chr2R	21951573	21951595	+	2673
4588	chr2R	21951636	21951725	+	553
4589	chr2R	21973044	21973197	+	2804
4590	chr2R	22034786	22034889	+	4729
4591	chr2R	22060710	22060730	+	103
4592	chr2R	22060903	22060999	+	6145
4593	chr2R	22061173	22061338	+	4382
4594	chr2R	22061527	22061567	+	637
4595	chr2R	22062668	22062673	+	563
4596	chr2R	22066879	22066915	+	913
4597	chr2R	22068222	22068308	+	8209
4598	chr2R	22069239	22069245	+	104
4599	chr2R	22076014	22076020	+	753
4600	chr2R	22080126	22080202	+	2099
4601	chr2R	22103145	22103216	+	324
4602	chr2R	22114978	22114979	+	251
4603	chr2R	22122040	22122065	+	120
4604	chr2R	22122828	22122971	+	3600
4605	chr2R	22127808	22127809	+	368
4606	chr2R	22136967	22136972	+	573
4607	chr2R	22138848	22138932	+	2103
4608	chr2R	22139969	22140070	+	2876
4609	chr2R	22140562	22140565	+	232
4610	chr2R	22174910	22174991	+	2086
4611	chr2R	22179695	22179698	+	1428
4612	chr2R	22183135	22183189	+	950
4613	chr2R	22185974	22186051	+	3630
4614	chr2R	22211355	22211451	+	3664
4615	chr2R	22212817	22212872	+	936
4616	chr2R	22291722	22291765	+	97
4617	chr2R	22317656	22317740	+	18938
4618	chr2R	22325565	22325566	+	134
4619	chr2R	22348252	22348366	+	2504
4620	chr2R	22375020	22375170	+	4964
4621	chr2R	22383134	22383147	+	2048
4622	chr2R	22387404	22387425	+	162
4623	chr2R	22411617	22411695	+	412
4624	chr2R	22411758	22411844	+	3083
4625	chr2R	22415810	22415955	+	7275
4626	chr2R	22421003	22421079	+	1858
4627	chr2R	22478344	22478387	+	1496
4628	chr2R	22480083	22480084	+	227
4629	chr2R	22483285	22483360	+	2286
4630	chr2R	22492173	22492244	+	1254
4631	chr2R	22550095	22550112	+	565
4632	chr2R	22550206	22550229	+	126
4633	chr2R	22562274	22562415	+	9627
4634	chr2R	22594607	22594619	+	206
4635	chr2R	22594691	22594709	+	438
4636	chr2R	22595358	22595374	+	183
4637	chr2R	22599337	22599339	+	1100
4638	chr2R	22606046	22606165	+	141938
4639	chr2R	22606235	22606284	+	161
4640	chr2R	22608278	22608362	+	336
4641	chr2R	22608498	22608584	+	9056
4642	chr2R	22614328	22614330	+	711
4643	chr2R	22637740	22637847	+	9854
4644	chr2R	22657886	22657920	+	5205
4645	chr2R	22659581	22659638	+	2673
4646	chr2R	22660341	22660377	+	163
4647	chr2R	22660446	22660598	+	18661
4648	chr2R	22661899	22661936	+	223
4649	chr2R	22663661	22663711	+	11122
4650	chr2R	22664174	22664177	+	186
4651	chr2R	22665654	22665658	+	322
4652	chr2R	22667150	22667189	+	2096
4653	chr2R	22667884	22667889	+	1242
4654	chr2R	22667930	22667948	+	1214
4655	chr2R	22669002	22669061	+	783
4656	chr2R	22669428	22669436	+	1035
4657	chr2R	22670735	22670797	+	1055
4658	chr2R	22700323	22700337	+	145
4659	chr2R	22707771	22707837	+	1041
4660	chr2R	22712637	22712704	+	1641
4661	chr2R	22755196	22755279	+	2532
4662	chr2R	22756082	22756147	+	247
4663	chr2R	22763702	22763768	+	1615
4664	chr2R	22784223	22784366	+	15022
4665	chr2R	22799055	22799171	+	42384
4666	chr2R	22800859	22800886	+	365
4667	chr2R	22801615	22801754	+	615
4668	chr2R	22807859	22807860	+	170
4669	chr2R	22818729	22818866	+	4196
4670	chr2R	22820272	22820313	+	162
4671	chr2R	22821251	22821320	+	326
4672	chr2R	22854232	22854233	+	684
4673	chr2R	22854294	22854513	+	176097
4674	chr2R	22854627	22854744	+	4706
4675	chr2R	22886350	22886424	+	683
4676	chr2R	22886516	22886654	+	5914
4677	chr2R	22888931	22889006	+	795
4678	chr2R	22896172	22896178	+	3385
4679	chr2R	22925041	22925171	+	10553
4680	chr2R	22925259	22925262	+	156
4681	chr2R	22925402	22925456	+	175
4682	chr2R	22926550	22926554	+	809
4683	chr2R	22937750	22937843	+	3166
4684	chr2R	22944439	22944517	+	868
4685	chr2R	22985344	22985389	+	469
4686	chr2R	23046090	23046113	+	148
4687	chr2R	23046322	23046326	+	189
4688	chr2R	23058210	23058322	+	6320
4689	chr2R	23067200	23067310	+	6096
4690	chr2R	23067507	23067660	+	3547
4691	chr2R	23075070	23075196	+	10853
4692	chr2R	23075612	23075643	+	213
