cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
2619	chr2R	5982269	5982274	+	2	5982270	27	25	5982270	5982270	1
2620	chr2R	5992991	5992992	+	1	5992992	272	272	5992992	5992992	1
2621	chr2R	6017711	6017842	+	21	6017773	1567	316	6017746	6017810	65
2622	chr2R	6042620	6042726	+	30	6042677	1975	506	6042649	6042707	59
2623	chr2R	6076453	6076476	+	2	6076476	54	40	6076454	6076476	23
2624	chr2R	6076858	6076988	+	22	6076929	712	228	6076907	6076967	61
2625	chr2R	6137289	6137347	+	7	6137327	7	1	6137290	6137347	58
2626	chr2R	6173683	6173687	+	3	6173684	639	515	6173684	6173687	4
2627	chr2R	6200792	6200926	+	35	6200895	2693	485	6200838	6200912	75
2628	chr2R	6214569	6214577	+	3	6214573	3302	3012	6214573	6214573	1
2629	chr2R	6221036	6221044	+	5	6221040	897	584	6221039	6221044	6
2630	chr2R	6241999	6242017	+	4	6242013	328	141	6242000	6242013	14
2631	chr2R	6242280	6242281	+	1	6242281	244	244	6242281	6242281	1
2632	chr2R	6267495	6267555	+	4	6267496	89	29	6267496	6267555	60
2633	chr2R	6500776	6500779	+	2	6500779	100	79	6500777	6500779	3
2634	chr2R	6502005	6502010	+	2	6502006	329	166	6502006	6502010	5
2635	chr2R	6610486	6610488	+	2	6610487	93	48	6610487	6610488	2
2636	chr2R	6613757	6613806	+	10	6613769	1059	574	6613758	6613798	41
2637	chr2R	6636515	6636607	+	22	6636541	1053	179	6636518	6636588	71
2638	chr2R	6648573	6648682	+	17	6648625	1297	302	6648619	6648640	22
2639	chr2R	6648787	6648817	+	4	6648788	12	5	6648788	6648817	30
2640	chr2R	6653212	6653284	+	9	6653253	434	128	6653213	6653256	44
2641	chr2R	6657324	6657393	+	5	6657365	353	187	6657325	6657365	41
2642	chr2R	6662266	6662341	+	14	6662277	1262	690	6662270	6662307	38
2643	chr2R	6662393	6662483	+	7	6662439	135	60	6662394	6662483	90
2644	chr2R	6668105	6668182	+	15	6668161	1310	416	6668130	6668174	45
2645	chr2R	6669040	6669248	+	27	6669115	575	170	6669069	6669162	94
2646	chr2R	6673566	6673678	+	18	6673613	563	250	6673613	6673628	16
2647	chr2R	6675823	6675863	+	16	6675829	1749	459	6675825	6675859	35
2648	chr2R	6696720	6696884	+	40	6696769	6515	2423	6696745	6696800	56
2649	chr2R	6696931	6697011	+	6	6696969	170	112	6696932	6697005	74
2650	chr2R	6698313	6698317	+	2	6698317	49	28	6698314	6698317	4
2651	chr2R	6741858	6741943	+	25	6741905	1189	500	6741884	6741914	31
2652	chr2R	6746382	6746432	+	9	6746414	732	190	6746386	6746414	29
2653	chr2R	6749204	6749310	+	20	6749257	7716	5501	6749254	6749258	5
2654	chr2R	6752037	6752071	+	4	6752066	8	3	6752038	6752071	34
2655	chr2R	6754333	6754335	+	2	6754335	18	12	6754334	6754335	2
2656	chr2R	6754903	6754942	+	3	6754940	21	7	6754904	6754942	39
2657	chr2R	6807596	6807772	+	35	6807644	6264	2347	6807625	6807684	60
2658	chr2R	6810994	6811087	+	10	6811022	542	284	6811021	6811048	28
2659	chr2R	6811253	6811256	+	2	6811254	5	3	6811254	6811256	3
2660	chr2R	6814366	6814369	+	2	6814369	19	10	6814367	6814369	3
2661	chr2R	6883279	6883309	+	3	6883281	544	499	6883281	6883281	1
2662	chr2R	6923354	6923391	+	6	6923388	583	170	6923368	6923391	24
2663	chr2R	6986041	6986104	+	18	6986044	1583	363	6986044	6986089	46
2664	chr2R	6992676	6992691	+	6	6992687	5375	4568	6992686	6992687	2
2665	chr2R	6992894	6992957	+	11	6992946	1016	720	6992920	6992946	27
2666	chr2R	7012198	7012315	+	26	7012259	15270	9451	7012259	7012263	5
2667	chr2R	7017480	7017542	+	4	7017510	156	82	7017481	7017542	62
2668	chr2R	7017747	7017794	+	4	7017793	125	56	7017748	7017794	47
2669	chr2R	7024995	7025055	+	8	7025012	3118	2694	7025012	7025012	1
2670	chr2R	7025116	7025120	+	2	7025120	96	76	7025117	7025120	4
2671	chr2R	7028911	7028924	+	6	7028913	2002	1769	7028913	7028913	1
2672	chr2R	7033562	7033563	+	1	7033563	631	631	7033563	7033563	1
2673	chr2R	7035101	7035134	+	8	7035130	5553	3818	7035127	7035130	4
2674	chr2R	7035289	7035295	+	2	7035295	303	243	7035290	7035295	6
2675	chr2R	7039110	7039170	+	7	7039161	205	44	7039111	7039170	60
2676	chr2R	7040137	7040139	+	2	7040139	190	159	7040138	7040139	2
2677	chr2R	7040219	7040224	+	3	7040220	329	246	7040220	7040224	5
2678	chr2R	7045774	7045823	+	3	7045801	415	326	7045801	7045823	23
2679	chr2R	7049795	7049797	+	2	7049797	91	67	7049796	7049797	2
2680	chr2R	7054717	7054724	+	3	7054718	252	124	7054718	7054724	7
2681	chr2R	7061640	7061652	+	2	7061641	8	5	7061641	7061652	12
2682	chr2R	7064399	7064403	+	3	7064400	1314	1228	7064400	7064400	1
2683	chr2R	7147695	7147708	+	8	7147702	3991	2541	7147698	7147702	5
2684	chr2R	7147965	7147968	+	2	7147966	54	35	7147966	7147968	3
2685	chr2R	7150699	7150703	+	3	7150703	1030	885	7150702	7150703	2
2686	chr2R	7187232	7187233	+	1	7187233	130	130	7187233	7187233	1
2687	chr2R	7249163	7249169	+	3	7249165	1339	1208	7249165	7249165	1
2688	chr2R	7278591	7278738	+	32	7278660	3094	395	7278610	7278702	93
2689	chr2R	7282575	7282576	+	1	7282576	291	291	7282576	7282576	1
2690	chr2R	7325766	7325788	+	2	7325767	47	27	7325767	7325788	22
2691	chr2R	7387395	7387518	+	27	7387436	3597	1246	7387414	7387476	63
2692	chr2R	7400764	7400765	+	1	7400765	101	101	7400765	7400765	1
2693	chr2R	7402756	7402758	+	2	7402757	46	24	7402757	7402758	2
2694	chr2R	7419349	7419350	+	1	7419350	424	424	7419350	7419350	1
2695	chr2R	7440689	7440766	+	13	7440718	718	218	7440694	7440755	62
2696	chr2R	7447482	7447641	+	33	7447544	622	196	7447514	7447566	53
2697	chr2R	7448050	7448052	+	2	7448052	15	11	7448051	7448052	2
2698	chr2R	7460083	7460088	+	2	7460088	81	62	7460084	7460088	5
2699	chr2R	7460146	7460150	+	2	7460150	70	50	7460147	7460150	4
2700	chr2R	7460661	7460697	+	2	7460662	88	55	7460662	7460697	36
2701	chr2R	7460914	7460967	+	15	7460954	1832	629	7460928	7460954	27
2702	chr2R	7463496	7463568	+	14	7463514	753	213	7463511	7463553	43
2703	chr2R	7492243	7492274	+	2	7492244	45	24	7492244	7492274	31
2704	chr2R	7500145	7500198	+	10	7500151	232	128	7500146	7500155	10
2705	chr2R	7519250	7519322	+	17	7519313	645	118	7519277	7519322	46
2706	chr2R	7521716	7521740	+	3	7521740	317	205	7521717	7521740	24
2707	chr2R	7521793	7521820	+	2	7521820	79	55	7521794	7521820	27
2708	chr2R	7533439	7533600	+	49	7533579	15953	5296	7533508	7533579	72
2709	chr2R	7533666	7533689	+	2	7533667	2	1	7533667	7533689	23
2710	chr2R	7566803	7566813	+	4	7566811	2200	2034	7566811	7566811	1
2711	chr2R	7567002	7567035	+	2	7567003	13	12	7567003	7567003	1
2712	chr2R	7567143	7567174	+	2	7567174	103	94	7567174	7567174	1
2713	chr2R	7590166	7590294	+	21	7590251	2613	693	7590219	7590281	63
2714	chr2R	7623243	7623244	+	1	7623244	302	302	7623244	7623244	1
2715	chr2R	7628797	7628800	+	2	7628800	46	26	7628798	7628800	3
2716	chr2R	7632825	7632830	+	3	7632826	175	88	7632826	7632830	5
2717	chr2R	7632974	7632999	+	4	7632979	9	3	7632975	7632999	25
2718	chr2R	7633064	7633097	+	2	7633065	4	3	7633065	7633097	33
2719	chr2R	7636893	7636895	+	2	7636895	698	675	7636895	7636895	1
2720	chr2R	7655144	7655163	+	2	7655145	2	1	7655145	7655163	19
2721	chr2R	7655305	7655400	+	23	7655393	584	84	7655346	7655398	53
2722	chr2R	7663737	7663797	+	11	7663787	2086	1726	7663783	7663787	5
2723	chr2R	7665830	7665872	+	8	7665870	2287	886	7665833	7665872	40
2724	chr2R	7674431	7674557	+	32	7674481	2670	809	7674468	7674528	61
2725	chr2R	7699227	7699298	+	10	7699261	779	222	7699251	7699298	48
2726	chr2R	7699515	7699631	+	16	7699538	480	172	7699523	7699554	32
2727	chr2R	7709873	7709874	+	1	7709874	109	109	7709874	7709874	1
2728	chr2R	7785999	7786073	+	17	7786030	2151	998	7786012	7786045	34
2729	chr2R	7793623	7793682	+	9	7793632	410	133	7793632	7793682	51
2730	chr2R	7806470	7806612	+	23	7806501	1184	235	7806487	7806558	72
2731	chr2R	7812472	7812632	+	24	7812596	1639	301	7812510	7812631	122
2732	chr2R	7812691	7812702	+	4	7812702	441	267	7812695	7812702	8
2733	chr2R	7812920	7812924	+	2	7812921	49	28	7812921	7812924	4
2734	chr2R	7813027	7813039	+	2	7813028	5	3	7813028	7813039	12
2735	chr2R	7813212	7813253	+	4	7813215	91	62	7813213	7813215	3
2736	chr2R	7825458	7825536	+	12	7825521	995	333	7825496	7825536	41
2737	chr2R	7890024	7890025	+	1	7890025	159	159	7890025	7890025	1
2738	chr2R	7916925	7917079	+	22	7916973	3649	1161	7916959	7916982	24
2739	chr2R	7917729	7917731	+	2	7917730	2	1	7917730	7917731	2
2740	chr2R	7932413	7932457	+	13	7932436	1266	404	7932423	7932440	18
2741	chr2R	7956133	7956150	+	3	7956150	67	28	7956134	7956150	17
2742	chr2R	7956201	7956220	+	4	7956214	126	44	7956202	7956220	19
2743	chr2R	7962457	7962513	+	13	7962472	1856	661	7962472	7962500	29
2744	chr2R	7972519	7972612	+	25	7972586	2983	726	7972540	7972591	52
2745	chr2R	7989810	7989912	+	19	7989882	1896	490	7989862	7989909	48
2746	chr2R	8067924	8068093	+	39	8067979	19280	8571	8067979	8068014	36
2747	chr2R	8068751	8068839	+	10	8068756	480	171	8068756	8068833	78
2748	chr2R	8069742	8069745	+	2	8069745	5	4	8069743	8069745	3
2749	chr2R	8069800	8069813	+	5	8069812	13	8	8069809	8069812	4
2750	chr2R	8069927	8069930	+	2	8069930	80	62	8069928	8069930	3
2751	chr2R	8077851	8077908	+	7	8077878	448	266	8077872	8077879	8
2752	chr2R	8078223	8078361	+	16	8078229	889	367	8078227	8078306	80
2753	chr2R	8078409	8078415	+	3	8078413	253	138	8078410	8078415	6
2754	chr2R	8091697	8091701	+	2	8091698	190	159	8091698	8091701	4
2755	chr2R	8098669	8098764	+	16	8098708	986	182	8098677	8098746	70
2756	chr2R	8106353	8106464	+	24	8106401	3287	501	8106385	8106417	33
2757	chr2R	8122988	8123130	+	28	8123038	2564	985	8123027	8123105	79
2758	chr2R	8127527	8127646	+	20	8127577	1564	538	8127563	8127610	48
2759	chr2R	8131400	8131503	+	38	8131433	8083	1662	8131421	8131465	45
2760	chr2R	8131615	8131713	+	23	8131691	232	34	8131648	8131696	49
2761	chr2R	8131920	8131934	+	2	8131934	8	5	8131921	8131934	14
2762	chr2R	8132270	8132311	+	8	8132306	493	222	8132273	8132306	34
2763	chr2R	8154056	8154079	+	2	8154057	399	322	8154057	8154079	23
2764	chr2R	8154135	8154152	+	3	8154152	826	643	8154136	8154152	17
2765	chr2R	8154273	8154275	+	2	8154274	167	140	8154274	8154275	2
2766	chr2R	8164622	8164661	+	2	8164661	28	26	8164661	8164661	1
2767	chr2R	8164857	8164935	+	21	8164899	2874	1213	8164885	8164906	22
2768	chr2R	8167923	8167972	+	5	8167945	407	131	8167924	8167968	45
2769	chr2R	8170246	8170314	+	8	8170293	285	68	8170247	8170293	47
2770	chr2R	8174110	8174182	+	10	8174165	2445	1048	8174111	8174165	55
2771	chr2R	8174453	8174504	+	6	8174460	10	3	8174454	8174496	43
2772	chr2R	8237832	8237940	+	35	8237859	4051	1225	8237859	8237926	68
2773	chr2R	8259285	8259327	+	4	8259297	4	1	8259286	8259327	42
2774	chr2R	8371061	8371069	+	2	8371069	22	19	8371062	8371069	8
2775	chr2R	8421002	8421105	+	25	8421035	3462	1107	8421017	8421045	29
2776	chr2R	8444714	8444720	+	4	8444718	1038	931	8444718	8444718	1
2777	chr2R	8462773	8462774	+	1	8462774	150	150	8462774	8462774	1
2778	chr2R	8570500	8570509	+	4	8570502	597	516	8570502	8570506	5
2779	chr2R	8592211	8592227	+	2	8592212	2	1	8592212	8592227	16
2780	chr2R	8600404	8600455	+	10	8600450	2474	1024	8600419	8600450	32
2781	chr2R	8614686	8614740	+	7	8614721	5756	5355	8614721	8614721	1
2782	chr2R	8625408	8625513	+	28	8625476	2872	1167	8625459	8625487	29
2783	chr2R	8627879	8627960	+	15	8627927	885	367	8627908	8627933	26
2784	chr2R	8649648	8649651	+	3	8649650	675	550	8649649	8649650	2
2785	chr2R	8665814	8665907	+	14	8665846	1319	316	8665815	8665907	93
2786	chr2R	8666171	8666211	+	5	8666173	4436	4139	8666173	8666173	1
2787	chr2R	8670724	8670725	+	1	8670725	191	191	8670725	8670725	1
2788	chr2R	8672158	8672169	+	2	8672159	65	40	8672159	8672169	11
2789	chr2R	8672212	8672217	+	2	8672217	122	88	8672213	8672217	5
2790	chr2R	8674645	8674647	+	2	8674647	100	71	8674646	8674647	2
2791	chr2R	8676268	8676301	+	8	8676297	2393	2080	8676297	8676297	1
2792	chr2R	8696428	8696429	+	1	8696429	427	427	8696429	8696429	1
2793	chr2R	8724259	8724298	+	8	8724260	1032	296	8724260	8724297	38
2794	chr2R	8735809	8735815	+	4	8735811	1966	1840	8735811	8735811	1
2795	chr2R	8826420	8826448	+	2	8826421	2	1	8826421	8826448	28
2796	chr2R	8860399	8860403	+	2	8860403	269	248	8860403	8860403	1
2797	chr2R	8891807	8891899	+	16	8891840	1353	308	8891816	8891868	53
2798	chr2R	8893585	8893681	+	26	8893618	2926	702	8893600	8893653	54
2799	chr2R	8900211	8900374	+	56	8900287	15781	3105	8900261	8900306	46
2800	chr2R	8901398	8901511	+	40	8901448	20211	7580	8901422	8901450	29
2801	chr2R	8902565	8902615	+	4	8902567	226	72	8902566	8902615	50
2802	chr2R	8902658	8902666	+	3	8902666	84	33	8902659	8902666	8
2803	chr2R	8907519	8907583	+	10	8907581	2845	1337	8907565	8907583	19
2804	chr2R	8914551	8914598	+	10	8914565	883	190	8914556	8914583	28
2805	chr2R	8922762	8922871	+	18	8922808	1420	220	8922786	8922852	67
2806	chr2R	8925640	8925756	+	35	8925674	1103	311	8925671	8925728	58
2807	chr2R	8928170	8928235	+	11	8928203	1318	397	8928173	8928208	36
2808	chr2R	8933381	8933386	+	2	8933386	352	224	8933382	8933386	5
2809	chr2R	8940399	8940403	+	2	8940400	103	73	8940400	8940403	4
2810	chr2R	8951539	8951811	+	78	8951722	16859	5394	8951719	8951746	28
2811	chr2R	8951864	8951866	+	2	8951866	57	39	8951865	8951866	2
2812	chr2R	8952318	8952358	+	11	8952339	1399	597	8952321	8952344	24
2813	chr2R	9017844	9017886	+	4	9017871	6	3	9017845	9017886	42
2814	chr2R	9064084	9064119	+	4	9064119	211	141	9064100	9064119	20
2815	chr2R	9069077	9069111	+	5	9069101	1255	675	9069101	9069106	6
2816	chr2R	9082417	9082426	+	2	9082418	2	1	9082418	9082426	9
2817	chr2R	9087818	9087895	+	12	9087845	463	108	9087835	9087872	38
2818	chr2R	9095201	9095288	+	14	9095273	2288	1417	9095230	9095273	44
2819	chr2R	9098527	9098570	+	6	9098550	420	217	9098538	9098553	16
2820	chr2R	9103222	9103318	+	13	9103243	1177	395	9103229	9103247	19
2821	chr2R	9110757	9110885	+	34	9110801	11210	3299	9110795	9110829	35
2822	chr2R	9114262	9114331	+	12	9114288	946	257	9114276	9114308	33
2823	chr2R	9116110	9116199	+	16	9116126	2365	854	9116115	9116151	37
2824	chr2R	9116610	9116667	+	13	9116640	922	296	9116617	9116653	37
2825	chr2R	9122090	9122151	+	7	9122148	259	45	9122091	9122151	61
2826	chr2R	9122324	9122348	+	6	9122329	501	254	9122325	9122339	15
2827	chr2R	9132467	9132521	+	10	9132489	978	578	9132484	9132515	32
2828	chr2R	9132955	9132962	+	2	9132956	11	9	9132956	9132962	7
2829	chr2R	9138486	9138516	+	5	9138487	1014	886	9138487	9138491	5
2830	chr2R	9139085	9139095	+	6	9139092	877	477	9139087	9139095	9
2831	chr2R	9143950	9144014	+	10	9143984	798	140	9143956	9144003	48
2832	chr2R	9145248	9145314	+	14	9145303	756	216	9145265	9145303	39
2833	chr2R	9145396	9145420	+	2	9145420	439	418	9145420	9145420	1
2834	chr2R	9145498	9145538	+	2	9145499	62	40	9145499	9145538	40
2835	chr2R	9148684	9148690	+	3	9148689	980	924	9148689	9148689	1
2836	chr2R	9161519	9161549	+	4	9161545	454	348	9161520	9161546	27
2837	chr2R	9165699	9165714	+	2	9165700	51	31	9165700	9165714	15
2838	chr2R	9207515	9207670	+	28	9207580	11343	5264	9207563	9207583	21
2839	chr2R	9208459	9208461	+	2	9208461	53	27	9208460	9208461	2
2840	chr2R	9240015	9240046	+	5	9240043	1449	1234	9240043	9240044	2
2841	chr2R	9242257	9242330	+	12	9242321	7237	6036	9242317	9242321	5
2842	chr2R	9251997	9252044	+	12	9252028	565	123	9251998	9252042	45
2843	chr2R	9286805	9286874	+	12	9286837	1825	829	9286831	9286845	15
2844	chr2R	9291842	9291910	+	13	9291861	1223	258	9291843	9291905	63
2845	chr2R	9292028	9292045	+	3	9292029	98	56	9292029	9292045	17
2846	chr2R	9399019	9399108	+	19	9399086	878	328	9399036	9399086	51
2847	chr2R	9414343	9414344	+	1	9414344	113	113	9414344	9414344	1
2848	chr2R	9424063	9424151	+	18	9424101	3109	1706	9424100	9424130	31
2849	chr2R	9424310	9424386	+	9	9424315	23	5	9424311	9424355	45
2850	chr2R	9426450	9426559	+	11	9426551	2130	1005	9426511	9426553	43
2851	chr2R	9446037	9446071	+	7	9446049	616	409	9446046	9446049	4
2852	chr2R	9494166	9494204	+	6	9494169	2471	2104	9494168	9494169	2
2853	chr2R	9552846	9552854	+	4	9552850	564	330	9552847	9552850	4
2854	chr2R	9579481	9579565	+	6	9579546	202	38	9579482	9579565	84
2855	chr2R	9584596	9584733	+	23	9584651	2591	530	9584649	9584684	36
2856	chr2R	9584803	9584835	+	2	9584835	35	24	9584804	9584835	32
2857	chr2R	9587130	9587255	+	62	9587199	122618	56433	9587199	9587204	6
2858	chr2R	9587387	9587503	+	14	9587470	744	287	9587447	9587501	55
2859	chr2R	9587638	9587640	+	2	9587639	70	36	9587639	9587640	2
2860	chr2R	9589020	9589093	+	12	9589092	931	442	9589041	9589092	52
2861	chr2R	9590846	9590947	+	30	9590880	3918	1618	9590880	9590896	17
2862	chr2R	9593971	9594143	+	44	9594077	4184	478	9594039	9594084	46
2863	chr2R	9603765	9603796	+	6	9603766	71	41	9603766	9603773	8
2864	chr2R	9605923	9606069	+	29	9606024	2246	393	9605990	9606041	52
2865	chr2R	9607283	9607331	+	12	9607309	878	213	9607292	9607326	35
2866	chr2R	9712254	9712390	+	15	9712326	607	430	9712324	9712338	15
2867	chr2R	9775094	9775098	+	2	9775095	2	1	9775095	9775098	4
2868	chr2R	9793326	9793331	+	4	9793328	1136	1064	9793328	9793328	1
2869	chr2R	9815488	9815492	+	2	9815489	85	56	9815489	9815492	4
2870	chr2R	9817279	9817282	+	2	9817280	95	65	9817280	9817282	3
2871	chr2R	9820535	9820546	+	4	9820539	206	125	9820536	9820546	11
2872	chr2R	9836929	9837054	+	20	9836968	514	90	9836954	9837007	54
2873	chr2R	9839776	9839833	+	8	9839778	1318	1068	9839778	9839795	18
2874	chr2R	9842686	9842690	+	2	9842687	360	340	9842687	9842687	1
2875	chr2R	9843757	9843828	+	14	9843828	1572	447	9843787	9843828	42
2876	chr2R	9848062	9848115	+	10	9848063	892	444	9848063	9848109	47
2877	chr2R	9863767	9863808	+	7	9863768	232	54	9863768	9863797	30
2878	chr2R	9865606	9865737	+	30	9865636	1048	191	9865633	9865697	65
2879	chr2R	9871548	9871549	+	1	9871549	125	125	9871549	9871549	1
2880	chr2R	9875254	9875339	+	10	9875284	2630	2095	9875283	9875285	3
2881	chr2R	9891952	9891976	+	5	9891976	489	268	9891962	9891976	15
2882	chr2R	9892029	9892043	+	2	9892030	3	2	9892030	9892043	14
2883	chr2R	9910887	9910979	+	12	9910936	2350	618	9910898	9910972	75
2884	chr2R	9943098	9943135	+	3	9943099	122	76	9943099	9943135	37
2885	chr2R	9960016	9960128	+	29	9960091	1530	204	9960021	9960118	98
2886	chr2R	9968990	9969155	+	40	9969076	7473	2180	9969076	9969122	47
2887	chr2R	9970373	9970380	+	3	9970379	142	65	9970374	9970380	7
2888	chr2R	9971124	9971165	+	4	9971165	128	48	9971125	9971165	41
2889	chr2R	9971326	9971390	+	11	9971390	475	82	9971337	9971390	54
2890	chr2R	9989110	9989279	+	55	9989161	16136	1903	9989137	9989199	63
2891	chr2R	9990154	9990175	+	4	9990155	7	3	9990155	9990175	21
2892	chr2R	9990469	9990470	+	1	9990470	109	109	9990470	9990470	1
2893	chr2R	9990710	9990726	+	2	9990711	59	39	9990711	9990726	16
2894	chr2R	9990767	9990787	+	2	9990768	63	40	9990768	9990787	20
2895	chr2R	10026840	10026906	+	22	10026847	1921	431	10026845	10026896	52
2896	chr2R	10030532	10030547	+	3	10030533	72	34	10030533	10030547	15
2897	chr2R	10033266	10033349	+	21	10033313	1464	676	10033277	10033319	43
2898	chr2R	10049421	10049601	+	65	10049491	52259	11750	10049483	10049536	54
2899	chr2R	10049641	10049647	+	2	10049642	37	19	10049642	10049647	6
2900	chr2R	10050340	10050378	+	2	10050378	11	10	10050378	10050378	1
2901	chr2R	10052542	10052543	+	1	10052543	317	317	10052543	10052543	1
2902	chr2R	10066648	10066667	+	3	10066649	27	12	10066649	10066667	19
2903	chr2R	10066754	10066858	+	41	10066804	8104	2317	10066786	10066833	48
2904	chr2R	10078364	10078366	+	2	10078366	549	526	10078366	10078366	1
2905	chr2R	10096917	10097006	+	14	10096955	1062	382	10096926	10096955	30
2906	chr2R	10099656	10099757	+	51	10099689	24288	5464	10099679	10099715	37
2907	chr2R	10099847	10099850	+	2	10099848	94	50	10099848	10099850	3
2908	chr2R	10100921	10100936	+	2	10100936	37	21	10100922	10100936	15
2909	chr2R	10100985	10101132	+	31	10101046	12178	4922	10101037	10101076	40
2910	chr2R	10104255	10104282	+	2	10104282	53	27	10104256	10104282	27
2911	chr2R	10105045	10105046	+	1	10105046	115	115	10105046	10105046	1
2912	chr2R	10107550	10107615	+	13	10107609	851	137	10107552	10107614	63
2913	chr2R	10108158	10108209	+	3	10108209	91	42	10108159	10108209	51
2914	chr2R	10110871	10110960	+	21	10110872	1320	182	10110872	10110943	72
2915	chr2R	10111229	10111260	+	2	10111230	595	569	10111230	10111230	1
2916	chr2R	10117662	10117739	+	16	10117696	1317	653	10117672	10117729	58
2917	chr2R	10124280	10124294	+	6	10124293	4059	3674	10124293	10124293	1
